band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
4,0.00031026993484331366,0.5,2,0.0005387931034482759,0.8896612597602489,False,support
5,0.0003878374185541421,0.4,2,0.0005387931034482759,0.8896449972384435,False,"support,precision"
12,0.000930809804529941,0.5,6,0.0016163793103448276,0.8846936627535881,False,support
15,0.0011635122556624264,0.5333333333333333,8,0.0021551724137931034,0.8845444076704587,False,support
19,0.00147378219050574,0.631578947368421,12,0.003232758620689655,0.88380588076231,False,support
20,0.0015513496742165685,0.6,12,0.003232758620689655,0.8837603061926449,False,support
25,0.0019391870927707106,0.64,16,0.004310344827586207,0.8836003244553401,False,support
27,0.002094322060192367,0.6296296296296297,17,0.0045797413793103444,0.8831246449206336,False,support
29,0.002249457027614024,0.6551724137931034,19,0.0051185344827586205,0.8829319006115834,False,support
30,0.0023270245113248527,0.6333333333333333,19,0.0051185344827586205,0.8811112205782254,False,support
31,0.002404591995035681,0.6451612903225806,20,0.005387931034482759,0.8802264412478007,False,support
37,0.0028699968973006514,0.6756756756756757,25,0.006734913793103448,0.8797054722685578,False,support
38,0.00294756438101148,0.6578947368421053,25,0.006734913793103448,0.8785161640288589,False,support
47,0.0036456717344089356,0.6170212765957447,29,0.0078125,0.8784867003446225,False,support
48,0.003723239218119764,0.625,30,0.008081896551724138,0.878067839694927,False,support
56,0.004343779087806391,0.625,35,0.009428879310344827,0.8772694336198957,False,support
57,0.00442134657151722,0.631578947368421,36,0.009698275862068966,0.8772136251093543,False,support
62,0.004809183990071362,0.6290322580645161,39,0.01050646551724138,0.8770886007892209,False,support
66,0.005119453924914676,0.6212121212121212,41,0.011045258620689655,0.8769978326253609,False,support
72,0.005584858827179647,0.625,45,0.012122844827586207,0.8769228730383583,False,support
75,0.005817561278312132,0.64,48,0.01293103448275862,0.8757312282390416,True,
76,0.00589512876202296,0.6447368421052632,49,0.013200431034482759,0.8753021300093189,True,
83,0.006438101147998759,0.6385542168674698,53,0.014278017241379311,0.8752979303087948,True,
87,0.006748371082842073,0.632183908045977,55,0.014816810344827586,0.8752747398933642,True,
89,0.006903506050263729,0.6404494382022472,57,0.015355603448275862,0.8751557109570804,True,
98,0.007601613403661185,0.6428571428571429,63,0.01697198275862069,0.8745453104472073,True,
101,0.007834315854793671,0.6435643564356436,65,0.017510775862068964,0.8745254685004085,True,
102,0.007911883338504499,0.6470588235294118,66,0.017780172413793104,0.8744108537622125,True,
103,0.007989450822215327,0.6504854368932039,67,0.01804956896551724,0.8743527450607217,True,
111,0.008609990691901956,0.6576576576576577,73,0.01966594827586207,0.873958108129496,True,
112,0.008687558175612783,0.6517857142857143,73,0.01966594827586207,0.8738976232094829,True,
119,0.009230530561588582,0.6470588235294118,77,0.020743534482758622,0.8736008612942946,True,
120,0.00930809804529941,0.65,78,0.02101293103448276,0.8726106264959003,True,
127,0.00985107043127521,0.6299212598425197,80,0.021551724137931036,0.8721995415823001,True,
128,0.009928637914986037,0.6328125,81,0.021821120689655173,0.8715877406887094,True,
139,0.01078188023580515,0.6330935251798561,88,0.023706896551724137,0.8714948814169863,True,
143,0.011092150170648464,0.6293706293706294,90,0.024245689655172414,0.8714520126042651,True,
152,0.01179025752404592,0.631578947368421,96,0.02586206896551724,0.8713929302564921,True,
153,0.011867825007756749,0.6339869281045751,97,0.026131465517241378,0.871332931993125,True,
161,0.012488364877443375,0.639751552795031,103,0.02774784482758621,0.8711364873423292,True,
162,0.012565932361154204,0.6419753086419753,104,0.028017241379310345,0.8711291737718297,True,
163,0.012643499844865033,0.6441717791411042,105,0.028286637931034482,0.8701988830698532,True,
165,0.012798634812286689,0.6484848484848484,107,0.02882543103448276,0.8685771923419787,True,
166,0.012876202295997518,0.6506024096385542,108,0.029094827586206896,0.86791248285698,True,
167,0.012953769779708347,0.6526946107784432,109,0.029364224137931036,0.8678287141456267,True,
169,0.013108904747130003,0.650887573964497,110,0.029633620689655173,0.8675265752502171,True,
170,0.013186472230840832,0.6529411764705882,111,0.02990301724137931,0.8670599558656206,True,
176,0.013651877133105802,0.6647727272727273,117,0.03151939655172414,0.8669629857921137,True,
180,0.013962147067949116,0.6611111111111111,119,0.03205818965517242,0.8668309444298528,True,
181,0.014039714551659943,0.6574585635359116,119,0.03205818965517242,0.8667089262324169,True,
187,0.014505119453924915,0.6577540106951871,123,0.033135775862068964,0.8664907714855413,True,
188,0.014582686937635743,0.6542553191489362,123,0.033135775862068964,0.8664235611599728,True,
190,0.0147378219050574,0.6473684210526316,123,0.033135775862068964,0.8652220920474367,True,
191,0.014815389388768228,0.643979057591623,123,0.033135775862068964,0.8651567302895712,True,
193,0.014970524356189886,0.6373056994818653,123,0.033135775862068964,0.8651318739289391,True,
194,0.015048091839900713,0.634020618556701,123,0.033135775862068964,0.8651039704320145,True,
195,0.015125659323611542,0.6358974358974359,124,0.0334051724137931,0.8649655098098167,True,
198,0.015358361774744027,0.6363636363636364,126,0.03394396551724138,0.864784736537672,True,
199,0.015435929258454856,0.6381909547738693,127,0.03421336206896552,0.8647354146774758,True,
201,0.015591064225876512,0.6417910447761194,129,0.03475215517241379,0.8642972915225003,True,
204,0.015823766677008997,0.6470588235294118,132,0.03556034482758621,0.8637035855968658,True,
205,0.015901334160719826,0.6487804878048781,133,0.035829741379310345,0.8636949953799664,True,
206,0.015978901644430655,0.6456310679611651,133,0.035829741379310345,0.8636902442633159,True,
207,0.016056469128141484,0.642512077294686,133,0.035829741379310345,0.8635478628200888,True,
208,0.016134036611852313,0.6394230769230769,133,0.035829741379310345,0.8634504891099517,True,
210,0.016289171579273967,0.6333333333333333,133,0.035829741379310345,0.8634087363981483,True,
213,0.016521874030406454,0.6338028169014085,135,0.03636853448275862,0.863316642357352,True,
214,0.016599441514117283,0.6355140186915887,136,0.036637931034482756,0.8631689169727544,True,
215,0.016677008997828112,0.6372093023255814,137,0.0369073275862069,0.8624398303057149,True,
216,0.016754576481538937,0.6342592592592593,137,0.0369073275862069,0.8622771972513461,True,
219,0.016987278932671424,0.634703196347032,139,0.03744612068965517,0.8622723077052294,True,
220,0.017064846416382253,0.6318181818181818,139,0.03744612068965517,0.8618443464103842,True,
221,0.017142413900093082,0.6334841628959276,140,0.03771551724137931,0.8617730020535983,True,
223,0.017297548867514737,0.6278026905829597,140,0.03771551724137931,0.8615538799837988,True,
224,0.017375116351225565,0.6294642857142857,141,0.037984913793103446,0.8614803677646474,True,
233,0.018073223704623022,0.6394849785407726,149,0.040140086206896554,0.8614654483961868,True,
234,0.01815079118833385,0.6367521367521367,149,0.040140086206896554,0.8610206186711787,True,
240,0.01861619609059882,0.6333333333333333,152,0.040948275862068964,0.8605171431935226,True,
241,0.01869376357430965,0.6348547717842323,153,0.0412176724137931,0.8602894593827328,True,
243,0.018848898541731305,0.6296296296296297,153,0.0412176724137931,0.8598066209984007,True,
244,0.018926466025442134,0.6311475409836066,154,0.041487068965517244,0.8594238073035481,True,
245,0.019004033509152963,0.6326530612244898,155,0.04175646551724138,0.859410437065572,True,
249,0.019314303443996275,0.6305220883534136,157,0.042295258620689655,0.8593317041569387,True,
261,0.02024511324852622,0.6245210727969349,163,0.04391163793103448,0.8586408237170714,True,
262,0.020322680732237045,0.6259541984732825,164,0.04418103448275862,0.8583646230901019,True,
263,0.020400248215947873,0.6273764258555133,165,0.044450431034482756,0.8580980821140254,True,
264,0.020477815699658702,0.6287878787878788,166,0.0447198275862069,0.857726226354056,True,
266,0.02063295066708036,0.6278195488721805,167,0.044989224137931036,0.8575705154243085,True,
268,0.020788085634502018,0.6268656716417911,168,0.04525862068965517,0.8575553004616253,True,
269,0.020865653118212844,0.6245353159851301,168,0.04525862068965517,0.8575314560672453,True,
273,0.02117592305305616,0.6263736263736264,171,0.04606681034482758,0.8574075061888812,True,
274,0.02125349053676699,0.6277372262773723,172,0.04633620689655173,0.8569391247948317,True,
275,0.021331058020477817,0.6290909090909091,173,0.04660560344827586,0.8563077739077479,True,
277,0.021486192987899472,0.631768953068592,175,0.04714439655172414,0.8558308950229103,True,
288,0.022339435308718587,0.6284722222222222,181,0.048760775862068964,0.8549151480180479,True,
291,0.02257213775985107,0.6288659793814433,183,0.049299568965517244,0.8547150064039257,True,
292,0.0226497052435619,0.6267123287671232,183,0.049299568965517244,0.8545725059839029,True,
294,0.022804840210983557,0.6258503401360545,184,0.04956896551724138,0.8545000330413342,True,
300,0.023270245113248527,0.6266666666666667,188,0.05064655172413793,0.8542877616098623,True,
303,0.02350294756438101,0.6303630363036303,191,0.051454741379310345,0.854073838318482,True,
304,0.02358051504809184,0.631578947368421,192,0.05172413793103448,0.8530448227386821,True,
306,0.023735650015513497,0.6339869281045751,194,0.052262931034482756,0.8528009552746384,True,
310,0.02404591995035681,0.632258064516129,196,0.052801724137931036,0.8527007078749572,True,
313,0.024278622401489296,0.6293929712460063,197,0.05307112068965517,0.8525263306582421,True,
315,0.024433757368910954,0.6317460317460317,199,0.053609913793103446,0.8521750276600003,True,
319,0.024744027303754267,0.6300940438871473,201,0.05414870689655173,0.8516011094303837,True,
320,0.024821594787465096,0.63125,202,0.05441810344827586,0.8508705720979867,True,
321,0.024899162271175924,0.632398753894081,203,0.0546875,0.850853853088542,True,
322,0.02497672975488675,0.6304347826086957,203,0.0546875,0.8505469761071801,True,
323,0.02505429723859758,0.631578947368421,204,0.05495689655172414,0.8501291119864065,True,
324,0.025131864722308408,0.6296296296296297,204,0.05495689655172414,0.8496545500313594,True,
327,0.025364567173440895,0.6330275229357798,207,0.055765086206896554,0.8495949877200446,True,
328,0.025442134657151724,0.6310975609756098,207,0.055765086206896554,0.8495852320382287,True,
331,0.025674837108284207,0.6344410876132931,210,0.056573275862068964,0.8493728593217812,True,
343,0.026605646912814147,0.6384839650145773,219,0.05899784482758621,0.848967665276674,True,
348,0.026993484331368292,0.6350574712643678,221,0.05953663793103448,0.8489447754391388,True,
350,0.027148619298789946,0.6342857142857142,222,0.05980603448275862,0.848793973780903,True,
352,0.027303754266211604,0.6363636363636364,224,0.0603448275862069,0.8486846918274216,True,
353,0.027381321749922433,0.6373937677053825,225,0.060614224137931036,0.8486425837249425,True,
354,0.027458889233633262,0.6384180790960452,226,0.06088362068965517,0.8481917067258616,True,
356,0.027614024201054917,0.6404494382022472,228,0.061422413793103446,0.8479624917314854,True,
363,0.028156996587030716,0.6418732782369146,233,0.06276939655172414,0.8472742536671456,True,
