band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
339,0.010288315629742034,0.6253687315634219,212,0.057112068965517244,0.9242322786382573,True,
342,0.010379362670713202,0.6257309941520468,214,0.05765086206896552,0.9238590712268713,True,
343,0.010409711684370259,0.6268221574344023,215,0.057920258620689655,0.9236963995025784,True,
353,0.010713201820940819,0.6288951841359773,222,0.05980603448275862,0.9233711995209162,True,
355,0.010773899848254932,0.6281690140845071,223,0.060075431034482756,0.9232065527789167,True,
356,0.010804248861911989,0.6264044943820225,223,0.060075431034482756,0.9228979431211735,True,
360,0.010925644916540212,0.6305555555555555,227,0.06115301724137931,0.9226737983527045,True,
362,0.010986342943854324,0.6325966850828729,229,0.06169181034482758,0.9225833511053753,True,
366,0.011107738998482549,0.6311475409836066,231,0.06223060344827586,0.9218398769818275,True,
367,0.011138088012139606,0.6294277929155313,231,0.06223060344827586,0.9216851716042157,True,
372,0.011289833080424886,0.6290322580645161,234,0.06303879310344827,0.9216403917118163,True,
375,0.011380880121396054,0.6293333333333333,236,0.06357758620689655,0.9211873551327279,True,
376,0.011411229135053111,0.6276595744680851,236,0.06357758620689655,0.920719821133798,True,
379,0.011502276176024279,0.6226912928759895,236,0.06357758620689655,0.9206625446990561,True,
382,0.011593323216995447,0.6256544502617801,239,0.06438577586206896,0.9191338365914745,True,
383,0.011623672230652504,0.6240208877284595,239,0.06438577586206896,0.9187402186808998,True,
386,0.011714719271623672,0.6269430051813472,242,0.06519396551724138,0.9183241868876835,True,
400,0.012139605462822459,0.6275,251,0.06761853448275862,0.9182927788037658,True,
404,0.012261001517450684,0.6237623762376238,252,0.06788793103448276,0.9179924488757073,True,
411,0.012473444613050076,0.6204379562043796,255,0.06869612068965517,0.9176914431419947,True,
425,0.012898330804248861,0.6188235294117647,263,0.07085129310344827,0.9173948064001075,True,
460,0.013960546282245826,0.6108695652173913,281,0.07570043103448276,0.9173236296454655,True,
461,0.013990895295902884,0.6095444685466378,281,0.07570043103448276,0.917322409084842,True,
480,0.01456752655538695,0.6208333333333333,298,0.08028017241379311,0.9172685867268872,True,
482,0.014628224582701061,0.6224066390041494,300,0.08081896551724138,0.9171311176239811,True,
483,0.014658573596358119,0.6231884057971014,301,0.08108836206896551,0.91706623764378,True,
484,0.014688922610015174,0.6239669421487604,302,0.08135775862068965,0.9170105872950084,True,
487,0.014779969650986343,0.6262833675564682,305,0.08216594827586207,0.9168175113786249,True,
489,0.014840667678300456,0.6257668711656442,306,0.0824353448275862,0.9163877449104243,True,
490,0.014871016691957511,0.6244897959183674,306,0.0824353448275862,0.9162420512230892,True,
493,0.014962063732928679,0.6227180527383367,307,0.08270474137931035,0.9162274819141915,True,
495,0.015022761760242791,0.6222222222222222,308,0.08297413793103449,0.9160365834820045,True,
497,0.015083459787556904,0.6197183098591549,308,0.08297413793103449,0.9157136237735757,True,
506,0.015356600910470409,0.6225296442687747,315,0.08485991379310345,0.9156027081658881,True,
512,0.015538694992412746,0.6171875,316,0.08512931034482758,0.9154895361396036,True,
516,0.015660091047040973,0.6162790697674418,318,0.08566810344827586,0.915406598596428,True,
517,0.015690440060698026,0.6150870406189555,318,0.08566810344827586,0.914870999168289,True,
523,0.015872534142640365,0.6195028680688337,324,0.08728448275862069,0.9148477574248298,True,
530,0.016084977238239758,0.6188679245283019,328,0.08836206896551724,0.9147943610339896,True,
562,0.017056145675265554,0.6192170818505338,348,0.09375,0.9144396664500769,True,
564,0.017116843702579668,0.6187943262411347,349,0.09401939655172414,0.9141459591395111,True,
567,0.017207890743550835,0.6155202821869489,349,0.09401939655172414,0.9141109247025845,True,
568,0.01723823975720789,0.6161971830985915,350,0.09428879310344827,0.9140057506466966,True,
571,0.01732928679817906,0.6182136602451839,353,0.09509698275862069,0.9139567043343771,True,
583,0.01769347496206373,0.6174957118353345,360,0.09698275862068965,0.9135865912504973,True,
586,0.017784522003034903,0.6160409556313993,361,0.0972521551724138,0.9135064183427257,True,
587,0.017814871016691956,0.616695059625213,362,0.09752155172413793,0.9131850649623435,True,
591,0.01793626707132018,0.6175972927241963,365,0.09832974137931035,0.9128823057318213,True,
592,0.01796661608497724,0.6182432432432432,366,0.09859913793103449,0.912872135885524,True,
598,0.018148710166919574,0.6204013377926422,371,0.09994612068965517,0.9126662318401055,True,
600,0.018209408194233688,0.62,372,0.10021551724137931,0.9124689841904808,True,
601,0.018239757207890745,0.6189683860232945,372,0.10021551724137931,0.9123714743826047,True,
609,0.01848254931714719,0.6239737274220033,380,0.10237068965517242,0.9116003055746997,True,
636,0.01930197268588771,0.6194968553459119,394,0.10614224137931035,0.9114980188800671,True,
665,0.020182094081942336,0.6120300751879699,407,0.10964439655172414,0.9110485307990139,True,
667,0.02024279210925645,0.6131934032983508,409,0.11018318965517242,0.9106281202926637,True,
668,0.020273141122913504,0.6137724550898204,410,0.11045258620689655,0.9105288440544943,True,
671,0.020364188163884675,0.6125186289120715,411,0.11072198275862069,0.9103549034195997,True,
679,0.02060698027314112,0.6170839469808542,419,0.1128771551724138,0.9103265347839449,True,
680,0.02063732928679818,0.6176470588235294,420,0.11314655172413793,0.9102656282587442,True,
708,0.021487101669195752,0.6200564971751412,439,0.11826508620689655,0.9102280889807992,True,
709,0.021517450682852806,0.6205923836389281,440,0.11853448275862069,0.9092697842245163,True,
712,0.021608497723823977,0.6207865168539326,442,0.11907327586206896,0.9091594090414182,True,
717,0.021760242792109256,0.6178521617852162,443,0.11934267241379311,0.9081472373620393,True,
719,0.02182094081942337,0.6161335187760779,443,0.11934267241379311,0.9079915040206795,True,
722,0.021911987860394538,0.6135734072022161,443,0.11934267241379311,0.907722245883662,True,
723,0.021942336874051595,0.6141078838174274,444,0.11961206896551724,0.907392668020149,True,
726,0.022033383915022763,0.6143250688705234,446,0.12015086206896551,0.9071701018480887,True,
727,0.02206373292867982,0.6148555708390646,447,0.12042025862068965,0.9068016539749495,True,
729,0.02212443095599393,0.6159122085048011,449,0.12095905172413793,0.9067315926245526,True,
730,0.022154779969650987,0.6164383561643836,450,0.12122844827586207,0.9067308945761873,True,
738,0.022397572078907437,0.6151761517615176,454,0.12230603448275862,0.9066012213221478,True,
739,0.02242792109256449,0.6156968876860622,455,0.12257543103448276,0.9064947674956527,True,
767,0.023277693474962065,0.6192959582790091,475,0.12796336206896552,0.9062774080969498,True,
776,0.023550834597875568,0.6211340206185567,482,0.12984913793103448,0.9059069619650166,True,
806,0.024461305007587253,0.6203473945409429,500,0.13469827586206898,0.905831724956474,True,
807,0.02449165402124431,0.620817843866171,501,0.1349676724137931,0.9050144993350547,True,
809,0.02455235204855842,0.619283065512979,501,0.1349676724137931,0.9049059301738925,True,
820,0.024886191198786038,0.6195121951219512,508,0.13685344827586207,0.9047426998652023,True,
821,0.024916540212443095,0.6199756394640682,509,0.13712284482758622,0.9043561446951672,True,
823,0.02497723823975721,0.6208991494532199,511,0.13766163793103448,0.9041544875844953,True,
828,0.025128983308042488,0.6207729468599034,514,0.1384698275862069,0.9037773339774041,True,
830,0.025189681335356602,0.6204819277108434,515,0.13873922413793102,0.9029859053182073,True,
835,0.02534142640364188,0.6191616766467066,517,0.1392780172413793,0.9026466122170705,True,
837,0.025402124430955995,0.6188769414575866,518,0.13954741379310345,0.9022327210936649,True,
839,0.025462822458270105,0.6197854588796186,520,0.1400862068965517,0.9020879807856232,True,
842,0.025553869499241273,0.6199524940617577,522,0.140625,0.9017521239314363,True,
878,0.026646433990895297,0.6184510250569476,543,0.1462823275862069,0.9016233549673784,True,
888,0.026949924127465857,0.6182432432432432,549,0.1478987068965517,0.9014941626212205,True,
919,0.0278907435508346,0.6191512513601741,569,0.15328663793103448,0.9007490026633356,True,
920,0.027921092564491653,0.6195652173913043,570,0.15355603448275862,0.8994175394955359,True,
922,0.027981790591805767,0.6193058568329718,571,0.15382543103448276,0.8992912775894821,True,
925,0.028072837632776935,0.6205405405405405,574,0.15463362068965517,0.8990718869877106,True,
926,0.028103186646433992,0.6198704103671706,574,0.15463362068965517,0.8987908536574415,True,
929,0.02819423368740516,0.620021528525296,576,0.15517241379310345,0.8985400188641951,True,
937,0.02843702579666161,0.6211312700106724,582,0.1567887931034483,0.8985175077459576,True,
939,0.02849772382397572,0.6219382321618744,584,0.15732758620689655,0.8981647669446894,True,
941,0.028558421851289834,0.6216790648246546,585,0.1575969827586207,0.8980652440574232,True,
944,0.028649468892261002,0.6207627118644068,586,0.15786637931034483,0.8973191499250078,True,
948,0.028770864946889227,0.620253164556962,588,0.1584051724137931,0.8972981410583384,True,
949,0.02880121396054628,0.6195995785036881,588,0.1584051724137931,0.89718090000918,True,
959,0.029104704097116844,0.6204379562043796,595,0.16029094827586207,0.8970583423370952,True,
984,0.029863429438543247,0.6229674796747967,613,0.16514008620689655,0.8970079542164584,True,
986,0.029924127465857358,0.6217038539553753,613,0.16514008620689655,0.8969152037262726,True,
989,0.03001517450682853,0.6208291203235592,614,0.1654094827586207,0.8968382839312093,True,
990,0.030045523520485583,0.6202020202020202,614,0.1654094827586207,0.8963392475125265,True,
993,0.030136570561456754,0.6183282980866063,614,0.1654094827586207,0.8961578544739748,True,
998,0.030288315629742033,0.6192384769539078,618,0.16648706896551724,0.8960634719679482,True,
1004,0.03047040971168437,0.6185258964143426,621,0.16729525862068967,0.8957565160552261,True,
1005,0.030500758725341425,0.6179104477611941,621,0.16729525862068967,0.8957058746165546,True,
1015,0.03080424886191199,0.6157635467980296,625,0.16837284482758622,0.8956609373939614,True,
1016,0.030834597875569043,0.6151574803149606,625,0.16837284482758622,0.895407242391437,True,
1017,0.0308649468892261,0.615535889872173,626,0.16864224137931033,0.8952020956046955,True,
1026,0.031138088012139607,0.615009746588694,631,0.16998922413793102,0.895056122473756,True,
1031,0.031289833080424885,0.6129970902036858,632,0.17025862068965517,0.8949254253170966,True,
1035,0.03141122913505311,0.6125603864734299,634,0.17079741379310345,0.894840546128379,True,
1036,0.03144157814871017,0.611969111969112,634,0.17079741379310345,0.8947457781061787,True,
1037,0.03147192716236722,0.6113789778206364,634,0.17079741379310345,0.8940476833743424,True,
1038,0.03150227617602428,0.6107899807321773,634,0.17079741379310345,0.8938372175854289,True,
1039,0.031532625189681335,0.6102021174205967,634,0.17079741379310345,0.8937755927178829,True,
1065,0.0323216995447648,0.6046948356807512,644,0.17349137931034483,0.8936134552835112,True,
1069,0.03244309559939302,0.6043030869971936,646,0.1740301724137931,0.8932845055548573,True,
1070,0.03247344461305007,0.6046728971962617,647,0.17429956896551724,0.8928908450428269,True,
1076,0.032655538694992416,0.6050185873605948,651,0.17537715517241378,0.8927596846599307,True,
1080,0.03277693474962064,0.6037037037037037,652,0.17564655172413793,0.8923262566714465,True,
1082,0.03283763277693475,0.6035120147874307,653,0.17591594827586207,0.8922967783444031,True,
1088,0.03301972685887709,0.6029411764705882,656,0.17672413793103448,0.8913236245671925,True,
1095,0.03323216995447648,0.6009132420091324,658,0.17726293103448276,0.891071618312803,True,
1096,0.033262518968133536,0.6012773722627737,659,0.1775323275862069,0.8909620931917647,True,
1098,0.03332321699544765,0.6010928961748634,660,0.17780172413793102,0.8908227713050307,True,
1100,0.03338391502276176,0.600909090909091,661,0.17807112068965517,0.8907886054773908,True,
1103,0.033474962063732926,0.600181323662738,662,0.1783405172413793,0.8906378354924177,True,
1104,0.033505311077389986,0.6005434782608695,663,0.17860991379310345,0.8902340490980541,True,
1113,0.03377845220030349,0.5992812219227314,667,0.1796875,0.8901378518235307,True,
1115,0.033839150227617604,0.5991031390134529,668,0.17995689655172414,0.8897681678746632,True,
